indicateur_id,nom_indicateur,nom_origine,theme,definition,unite,source,annee,statut,table_pg,mode_stockage,colonne_valeur,filtre_indicateur,colonne_territoire,libelle_court,secteur,dispo_province,dispo_commune,sens,mots_cles
291,nbre_prelevements_2022,nbre_prelevements_2022,infrastructure,"nbre_prelevements_2022. Thème : infrastructure. [Traçabilité : origine probable, valeurs non recoupées.]",,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 23 — Environnement, tableaux 23-32 à 23-34.",2024,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_prelevements_2022,territoire_id,nbre_prelevements_2022,non cartographiable,False,False,,
292,nbre_prelevements_2023,nbre_prelevements_2023,infrastructure,"nbre_prelevements_2023. Thème : infrastructure. [Traçabilité : origine probable, valeurs non recoupées.]",,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 23 — Environnement, tableaux 23-32 à 23-34.",2024,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_prelevements_2023,territoire_id,nbre_prelevements_2023,non cartographiable,False,False,,
293,nbre_prelevements_2024,nbre_prelevements_2024,infrastructure,"nbre_prelevements_2024. Thème : infrastructure. [Traçabilité : origine probable, valeurs non recoupées.]",,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 23 — Environnement, tableaux 23-32 à 23-34.",2024,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_prelevements_2024,territoire_id,nbre_prelevements_2024,non cartographiable,False,False,,
294,nbre_stations_2021,nbre_stations_2021,infrastructure,"nbre_stations_2021. Thème : infrastructure. [Traçabilité : origine probable, valeurs non recoupées.]",,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 23 — Environnement, tableaux 23-32 à 23-34.",2024,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_stations_2021,territoire_id,nbre_stations_2021,non cartographiable,False,False,,
295,nbre_stations_2022,nbre_stations_2022,infrastructure,"nbre_stations_2022. Thème : infrastructure. [Traçabilité : origine probable, valeurs non recoupées.]",,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 23 — Environnement, tableaux 23-32 à 23-34.",2024,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_stations_2022,territoire_id,nbre_stations_2022,non cartographiable,False,False,,
296,nbre_stations_2023,nbre_stations_2023,infrastructure,"nbre_stations_2023. Thème : infrastructure. [Traçabilité : origine probable, valeurs non recoupées.]",,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 23 — Environnement, tableaux 23-32 à 23-34.",2024,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_stations_2023,territoire_id,nbre_stations_2023,non cartographiable,False,False,,
297,nbre_stations_2024,nbre_stations_2024,infrastructure,"nbre_stations_2024. Thème : infrastructure. [Traçabilité : origine probable, valeurs non recoupées.]",,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 23 — Environnement, tableaux 23-32 à 23-34.",2024,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_2,long,valeur,nbre_stations_2024,territoire_id,nbre_stations_2024,non cartographiable,False,False,,
298,plages_evolution_total 2021,plages_evolution_total 2021,infrastructure,"plages_evolution_total 2021. Thème : infrastructure. [Traçabilité : origine probable, valeurs non recoupées.]",,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 23 — Environnement, tableaux 23-32 à 23-34.",2024,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_3,long,valeur,plages_evolution_total 2021,territoire_id,plages_evolution_total 2021,non cartographiable,False,False,,
299,plages_evolution_total 2022,plages_evolution_total 2022,infrastructure,"plages_evolution_total 2022. Thème : infrastructure. [Traçabilité : origine probable, valeurs non recoupées.]",,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 23 — Environnement, tableaux 23-32 à 23-34.",2024,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_3,long,valeur,plages_evolution_total 2022,territoire_id,plages_evolution_total 2022,non cartographiable,False,False,,
300,plages_evolution_total 2023,plages_evolution_total 2023,infrastructure,"plages_evolution_total 2023. Thème : infrastructure. [Traçabilité : origine probable, valeurs non recoupées.]",,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 23 — Environnement, tableaux 23-32 à 23-34.",2024,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_3,long,valeur,plages_evolution_total 2023,territoire_id,plages_evolution_total 2023,non cartographiable,False,False,,
301,plages_evolution_total 2024,plages_evolution_total 2024,infrastructure,"plages_evolution_total 2024. Thème : infrastructure. [Traçabilité : origine probable, valeurs non recoupées.]",,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 23 — Environnement, tableaux 23-32 à 23-34.",2024,actif,infrastructure_cleaned_evolution_du_nombre_de_plages_par_reg_3,long,valeur,plages_evolution_total 2024,territoire_id,plages_evolution_total 2024,non cartographiable,False,False,,
302,Mouvements des avions selon les a rop — total,total_general,infrastructure,"Mouvements des avions selon les a rop — total. Thème : infrastructure. [Traçabilité : Annuaire HCP, chapitre 8 Transport. DONNÉES INCOMPLÈTES — couverture partielle, à ne pas utiliser pour un classement.]",mouvements,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 8 — Transport, tableau 23 (ONDA).",2024,actif,infrastructure_cleaned_mouvements_des_avions_selon_les_a_rop,long,valeur,total_general,territoire_id,Mouvements d'avions — total,hors secteur,True,False,neutre,
303,trafic_commercial,trafic_commercial,infrastructure,"trafic_commercial. Thème : infrastructure. [Traçabilité : Annuaire HCP, chapitre 8 Transport. DONNÉES INCOMPLÈTES — couverture partielle, à ne pas utiliser pour un classement.]",mouvements,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 8 — Transport, tableau 23 (ONDA).",2024,actif,infrastructure_cleaned_mouvements_des_avions_selon_les_a_rop,long,valeur,trafic_commercial,territoire_id,Mouvements d'avions — trafic commercial,hors secteur,True,False,neutre,
304,trafic_non_commercial,trafic_non_commercial,infrastructure,"trafic_non_commercial. Thème : infrastructure. [Traçabilité : Annuaire HCP, chapitre 8 Transport. DONNÉES INCOMPLÈTES — couverture partielle, à ne pas utiliser pour un classement.]",mouvements,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 8 — Transport, tableau 23 (ONDA).",2024,actif,infrastructure_cleaned_mouvements_des_avions_selon_les_a_rop,long,valeur,trafic_non_commercial,territoire_id,Mouvements d'avions — trafic non commercial,hors secteur,True,False,neutre,
305,routes_nationales_dont_revetues_km,routes_nationales_dont_revetues_km,infrastructure,routes_nationales_dont_revetues_km. Thème : infrastructure. [Traçabilité : source HCP DR-TTA confirmée par la feuille de métadonnées du fichier d'origine.],km,"Direction Régionale du HCP Tanger-Tétouan-Al Hoceïma, figure « Réseau routier et autoroutier (en km) selon les préfectures/provinces, 2024 ». Niveau province — ventilation absente de l'Annuaire national, qui s'arrête à la région.",2024,actif,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_nationales_dont_revetues_km,territoire_id,routes_nationales_dont_revetues_km,non cartographiable,False,False,neutre,
306,routes_nationales_total_km,routes_nationales_total_km,infrastructure,routes_nationales_total_km. Thème : infrastructure. [Traçabilité : source HCP DR-TTA confirmée par la feuille de métadonnées du fichier d'origine.],km,"Direction Régionale du HCP Tanger-Tétouan-Al Hoceïma, figure « Réseau routier et autoroutier (en km) selon les préfectures/provinces, 2024 ». Niveau province — ventilation absente de l'Annuaire national, qui s'arrête à la région.",2024,actif,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_nationales_total_km,territoire_id,routes_nationales_total_km,non cartographiable,False,False,neutre,
307,routes_provinciales_dont_revetues_km,routes_provinciales_dont_revetues_km,infrastructure,routes_provinciales_dont_revetues_km. Thème : infrastructure. [Traçabilité : source HCP DR-TTA confirmée par la feuille de métadonnées du fichier d'origine.],km,"Direction Régionale du HCP Tanger-Tétouan-Al Hoceïma, figure « Réseau routier et autoroutier (en km) selon les préfectures/provinces, 2024 ». Niveau province — ventilation absente de l'Annuaire national, qui s'arrête à la région.",2024,actif,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_provinciales_dont_revetues_km,territoire_id,routes_provinciales_dont_revetues_km,non cartographiable,False,False,neutre,
308,routes_provinciales_total_km,routes_provinciales_total_km,infrastructure,routes_provinciales_total_km. Thème : infrastructure. [Traçabilité : source HCP DR-TTA confirmée par la feuille de métadonnées du fichier d'origine.],km,"Direction Régionale du HCP Tanger-Tétouan-Al Hoceïma, figure « Réseau routier et autoroutier (en km) selon les préfectures/provinces, 2024 ». Niveau province — ventilation absente de l'Annuaire national, qui s'arrête à la région.",2024,actif,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_provinciales_total_km,territoire_id,routes_provinciales_total_km,non cartographiable,False,False,neutre,
309,routes_regionales_dont_revetues_km,routes_regionales_dont_revetues_km,infrastructure,routes_regionales_dont_revetues_km. Thème : infrastructure. [Traçabilité : source HCP DR-TTA confirmée par la feuille de métadonnées du fichier d'origine.],km,"Direction Régionale du HCP Tanger-Tétouan-Al Hoceïma, figure « Réseau routier et autoroutier (en km) selon les préfectures/provinces, 2024 ». Niveau province — ventilation absente de l'Annuaire national, qui s'arrête à la région.",2024,actif,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_regionales_dont_revetues_km,territoire_id,routes_regionales_dont_revetues_km,non cartographiable,False,False,neutre,
310,routes_regionales_total_km,routes_regionales_total_km,infrastructure,routes_regionales_total_km. Thème : infrastructure. [Traçabilité : source HCP DR-TTA confirmée par la feuille de métadonnées du fichier d'origine.],km,"Direction Régionale du HCP Tanger-Tétouan-Al Hoceïma, figure « Réseau routier et autoroutier (en km) selon les préfectures/provinces, 2024 ». Niveau province — ventilation absente de l'Annuaire national, qui s'arrête à la région.",2024,actif,infrastructure_cleaned_routes_2024_routes_longueur_2024,long,valeur,routes_regionales_total_km,territoire_id,routes_regionales_total_km,non cartographiable,False,False,neutre,
311,autoroutes_km,autoroutes_km,infrastructure,autoroutes_km. Thème : infrastructure. [Traçabilité : source HCP DR-TTA confirmée par la feuille de métadonnées du fichier d'origine.],km,"Direction Régionale du HCP Tanger-Tétouan-Al Hoceïma, figure « Réseau routier et autoroutier (en km) selon les préfectures/provinces, 2024 ». Niveau province — ventilation absente de l'Annuaire national, qui s'arrête à la région.",2024,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,autoroutes_km,territoire_id,Autoroutes,Conditions de vie,True,False,neutre,
317,routes_nationales_km,routes_nationales_km,infrastructure,routes_nationales_km. Thème : infrastructure. [Traçabilité : source HCP DR-TTA confirmée par la feuille de métadonnées du fichier d'origine.],km,"Direction Régionale du HCP Tanger-Tétouan-Al Hoceïma, figure « Réseau routier et autoroutier (en km) selon les préfectures/provinces, 2024 ». Niveau province — ventilation absente de l'Annuaire national, qui s'arrête à la région.",2024,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,routes_nationales_km,territoire_id,Routes nationales,Conditions de vie,True,False,neutre,
318,routes_provinciales_km,routes_provinciales_km,infrastructure,routes_provinciales_km. Thème : infrastructure. [Traçabilité : source HCP DR-TTA confirmée par la feuille de métadonnées du fichier d'origine.],km,"Direction Régionale du HCP Tanger-Tétouan-Al Hoceïma, figure « Réseau routier et autoroutier (en km) selon les préfectures/provinces, 2024 ». Niveau province — ventilation absente de l'Annuaire national, qui s'arrête à la région.",2024,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,routes_provinciales_km,territoire_id,Routes provinciales,Conditions de vie,True,False,neutre,
319,routes_regionales_km,routes_regionales_km,infrastructure,routes_regionales_km. Thème : infrastructure. [Traçabilité : source HCP DR-TTA confirmée par la feuille de métadonnées du fichier d'origine.],km,"Direction Régionale du HCP Tanger-Tétouan-Al Hoceïma, figure « Réseau routier et autoroutier (en km) selon les préfectures/provinces, 2024 ». Niveau province — ventilation absente de l'Annuaire national, qui s'arrête à la région.",2024,actif,infrastructure_cleaned_routes_2024_routes_provinces_2024,long,valeur,routes_regionales_km,territoire_id,Routes régionales,Conditions de vie,True,False,neutre,
322,electricite_ventes_distributeur_2022,electricite_ventes_distributeur_2022,infrastructure,electricite_ventes_distributeur_2022. Thème : infrastructure. [Traçabilité : vérifié : valeurs 2023 et 2022 identiques à l'Annuaire 2024 ; l'année 2024 provient de l'édition 2025.],,"Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 5 — Énergie et Eau, tableaux 7 et 9.",2022,actif,infrastructure_electricite_ventes_distributeurs,long,valeur,electricite_ventes_distributeur_2022,territoire_id,Ventes d'électricité par distributeur (2022),hors secteur,True,False,neutre,
